"","pid","mean_gFx_0","mean_gFx_1","mean_gFx_2","mean_gFy_0","mean_gFy_1","mean_gFy_2","mean_gFz_0","mean_gFz_1","mean_gFz_2","mean_ax_0","mean_ax_1","mean_ax_2","mean_ay_0","mean_ay_1","mean_ay_2","mean_az_0","mean_az_1","mean_az_2","mean_wx_0","mean_wx_1","mean_wx_2","mean_wy_0","mean_wy_1","mean_wy_2","mean_wz_0","mean_wz_1","mean_wz_2"
"1",4,0.01266,-0.052455,-0.047,0.40034,0.308235,0.3043,1.01372,0.99477,0.9519,-0.16225,0.030635,-0.04925,0.0027,0.055855,-0.10735,0.23995,0.427705,0.4912,0.21288,-1.017225,-0.1555,0.17049,0.725225,0.049,0.07306,-0.23245,0.0744
