"","pid","mean_gFx_0","mean_gFx_1","mean_gFx_2","mean_gFx_3","mean_gFx_4","mean_gFy_0","mean_gFy_1","mean_gFy_2","mean_gFy_3","mean_gFy_4","mean_gFz_0","mean_gFz_1","mean_gFz_2","mean_gFz_3","mean_gFz_4","mean_ax_0","mean_ax_1","mean_ax_2","mean_ax_3","mean_ax_4","mean_ay_0","mean_ay_1","mean_ay_2","mean_ay_3","mean_ay_4","mean_az_0","mean_az_1","mean_az_2","mean_az_3","mean_az_4","mean_wx_0","mean_wx_1","mean_wx_2","mean_wx_3","mean_wx_4","mean_wy_0","mean_wy_1","mean_wy_2","mean_wy_3","mean_wy_4","mean_wz_0","mean_wz_1","mean_wz_2","mean_wz_3","mean_wz_4"
"1",7,0.901551063829787,1.59905961538462,0.710920634920635,1.56685409836066,1.25764444444444,-0.626229787234043,-0.242894230769231,-0.372844444444444,-0.53945737704918,-0.124722222222222,-1.31925319148936,-0.575221153846154,-1.01367619047619,-0.73672131147541,0.0134,6.40171276595745,13.6738307692308,2.66535079365079,10.757068852459,9.10062777777778,-4.96219468085106,-5.09907692307692,-4.84137301587302,-5.4596762295082,-7.46650555555556,-3.36815531914894,2.78387307692308,-1.31890158730159,0.852118852459016,6.86361666666667,0.393643617021277,-2.93425769230769,1.25417777777778,-2.01690491803279,-1.41327222222222,0.394553191489362,0.897588461538462,1.05031746031746,0.391754098360656,-0.0124555555555556,2.24711489361702,-0.0147423076923077,1.94914285714286,1.17984590163934,-2.45947777777778
